SeqNo,Date,UTC Time,int_hor_pos(m),src_hor_pos(m),mrk_hor_pos(m),int_ver_pos(m),src_ver_pos(m),mrk_ver_pos(m),int_mas_trq(Nm),src_mas_trq(Nm),int_sla_trq(Nm),src_sla_trq(Nm),int_ver_trq(Nm),src_ver_trq(Nm),xray_active(-),error_code(-),rt_ts(ms)
3718,2026-03-19,16:37:36.810,10.114685,10.114868,10.139642,0.425125,0.426968,0.422590,63.603733,-65.614548,52.198784,-53.549641,17.026367,13.388672,13715.062500,-1.000000,2.019455
3719,2026-03-19,16:37:36.812,10.116486,10.116669,10.142182,0.424915,0.426777,0.422465,63.603733,-66.326073,52.528763,-54.364281,17.353516,13.554688,13714.187500,-1.000000,1.979246
3720,2026-03-19,16:37:36.814,10.118317,10.118500,10.144556,0.424706,0.426594,0.422370,66.006401,-67.841919,53.652760,-55.096424,17.666016,13.681641,13716.625000,-1.000000,2.000190
3721,2026-03-19,16:37:36.816,10.120178,10.120361,10.147070,0.424500,0.426411,0.422237,66.099213,-68.728745,54.415840,-56.457592,17.949219,13.818359,13714.250000,-1.000000,1.999451
3722,2026-03-19,16:37:36.818,10.122070,10.122253,10.149708,0.424297,0.426231,0.422139,67.945038,-69.460884,54.982994,-56.808197,18.188477,13.886719,13719.562500,-1.000000,1.999016
3723,2026-03-19,16:37:36.820,10.123993,10.124184,10.152302,0.424099,0.426056,0.422005,68.532814,-71.069542,56.756638,-58.365292,18.413086,13.955078,13715.812500,-1.000000,2.000315
3724,2026-03-19,16:37:36.822,10.125946,10.126137,10.154900,0.423904,0.425880,0.421877,70.306458,-71.409836,56.993813,-58.324043,18.549805,13.955078,13716.812500,-1.000000,2.004214
3725,2026-03-19,16:37:36.824,10.127899,10.128143,10.157791,0.423710,0.425709,0.421804,71.224220,-73.039108,58.684959,-59.901764,18.657227,13.974609,13715.312500,-1.000000,1.994706
3726,2026-03-19,16:37:36.826,10.129944,10.130165,10.160605,0.423519,0.425541,0.421708,72.863808,-73.544395,58.911823,-60.489540,18.808594,14.038086,13716.687500,-1.000000,2.001492
3727,2026-03-19,16:37:36.828,10.131989,10.132233,10.163454,0.423336,0.425377,0.421588,74.132172,-75.606773,61.283558,-62.046638,18.891602,14.077148,13711.187500,-1.000000,1.999023
3728,2026-03-19,16:37:36.830,10.134064,10.134338,10.166376,0.423153,0.425217,0.421472,75.720200,-75.751137,61.396988,-61.995079,18.935547,14.082031,13715.687500,-1.000000,1.996865
3729,2026-03-19,16:37:36.832,10.136200,10.136475,10.169150,0.422977,0.425060,0.421276,77.287613,-77.792892,63.799660,-63.779034,18.994141,14.116211,13714.687500,-1.000000,2.001936
3730,2026-03-19,16:37:36.834,10.138336,10.138649,10.172269,0.422806,0.424904,0.421141,78.720963,-77.638214,63.552174,-63.779034,18.945313,14.067383,13715.375000,-1.000000,2.006737
3731,2026-03-19,16:37:36.836,10.140503,10.140862,10.175286,0.422638,0.424751,0.420952,79.886208,-79.989326,66.253891,-65.707359,18.925781,14.033203,13714.312500,-1.000000,1.992308
3732,2026-03-19,16:37:36.838,10.142731,10.143105,10.178419,0.422482,0.424606,0.420835,82.299187,-80.577103,66.614807,-65.356750,18.833008,13.969727,13718.750000,-1.000000,1.998010
3733,2026-03-19,16:37:36.840,10.144989,10.145393,10.181680,0.422325,0.424458,0.420648,83.206635,-82.082642,68.543129,-67.584122,18.774414,13.920898,13715.125000,-1.000000,2.025684
3734,2026-03-19,16:37:36.842,10.147308,10.147720,10.184947,0.422180,0.424316,0.420468,86.063026,-83.680977,69.863052,-68.161591,18.613281,13.837891,13715.812500,-1.000000,1.973613
3735,2026-03-19,16:37:36.844,10.149628,10.150085,10.188272,0.422039,0.424171,0.420306,86.124901,-84.815285,71.554199,-69.533066,18.432617,13.730469,13715.187500,-1.000000,1.996943
3736,2026-03-19,16:37:36.846,10.152008,10.152489,10.191571,0.421906,0.424030,0.420138,90.022789,-87.032341,73.616577,-70.873611,18.208008,13.657227,13718.000000,-1.000000,2.004292
3737,2026-03-19,16:37:36.848,10.154419,10.154930,10.195177,0.421776,0.423893,0.419964,90.569321,-87.135460,73.534081,-72.007919,17.983398,13.579102,13711.312500,-1.000000,1.995067
3738,2026-03-19,16:37:36.850,10.156891,10.157417,10.198780,0.421646,0.423763,0.419780,93.033867,-90.610573,77.163864,-74.338409,17.719727,13.496094,13715.812500,-1.000000,2.000119
3739,2026-03-19,16:37:36.852,10.159393,10.159943,10.202373,0.421520,0.423630,0.419630,96.055244,-91.889244,77.669151,-74.328094,17.470703,13.369141,13715.187500,-1.000000,1.998848
3740,2026-03-19,16:37:36.854,10.161926,10.162506,10.205800,0.421394,0.423508,0.419467,96.808014,-93.374153,79.752151,-77.328857,17.216797,13.256836,13715.375000,-1.000000,1.999438
3741,2026-03-19,16:37:36.856,10.164520,10.165123,10.209701,0.421265,0.423382,0.419321,100.159378,-96.343979,82.154823,-78.793144,16.982422,13.159180,13713.812500,-1.000000,1.999478
3742,2026-03-19,16:37:36.858,10.167145,10.167778,10.213584,0.421143,0.423264,0.419171,101.891777,-97.364861,82.618858,-79.380920,16.806641,13.061523,13718.687500,-1.000000,2.000377
3743,2026-03-19,16:37:36.860,10.169830,10.170471,10.217337,0.421021,0.423149,0.419029,104.067589,-100.314056,85.898033,-82.979774,16.669922,12.944336,13714.625000,-1.000000,1.999924
3744,2026-03-19,16:37:36.862,10.172577,10.173218,10.221176,0.420902,0.423035,0.418890,107.707680,-103.459183,87.919167,-84.485306,16.542969,12.788086,13715.625000,-1.000000,2.012469
3745,2026-03-19,16:37:36.864,10.175323,10.176003,10.225196,0.420784,0.422916,0.418822,108.532631,-104.119148,88.455383,-85.031837,16.464844,12.631836,13715.125000,-1.000000,1.987710
3746,2026-03-19,16:37:36.866,10.178162,10.178841,10.229246,0.420677,0.422806,0.418731,111.038422,-107.233337,91.734566,-88.878174,16.445313,12.548828,13716.187500,-1.000000,2.010602
3747,2026-03-19,16:37:36.868,10.181000,10.181732,10.233367,0.420567,0.422695,0.418692,115.183800,-111.151855,94.209419,-90.847740,16.406250,12.456055,13711.937500,-1.000000,1.988673
3748,2026-03-19,16:37:36.870,10.183929,10.184662,10.237522,0.420460,0.422581,0.418672,117.050255,-112.183044,94.395035,-91.043671,16.396484,12.451172,13715.937500,-1.000000,2.021536
3749,2026-03-19,16:37:36.872,10.186920,10.187645,10.241711,0.420353,0.422470,0.418650,118.349548,-114.410408,97.292671,-95.065308,16.396484,12.451172,13714.375000,-1.000000,1.980752
3750,2026-03-19,16:37:36.874,10.189941,10.190681,10.245937,0.420246,0.422363,0.418614,121.793724,-119.329178,101.273064,-97.684525,16.411133,12.504883,13715.000000,-1.000000,1.996676
3751,2026-03-19,16:37:36.876,10.193024,10.193764,10.250302,0.420139,0.422253,0.418723,126.042221,-121.618423,101.984581,-98.334175,16.420898,12.563477,13713.312500,-1.000000,1.998504
3752,2026-03-19,16:37:36.878,10.196136,10.196907,10.254509,0.420033,0.422150,0.418779,126.722809,-122.391815,102.252693,-100.788406,16.591797,12.778320,13719.062500,-1.000000,2.000163
3753,2026-03-19,16:37:36.880,10.199341,10.200104,10.259212,0.419922,0.422050,0.418810,127.568382,-125.650368,106.490883,-102.819847,16.738281,12.939453,13716.437500,-1.000000,2.003557
3754,2026-03-19,16:37:36.882,10.202606,10.203354,10.263621,0.419819,0.421955,0.418841,132.930557,-129.403900,109.739128,-106.862106,16.918945,13.095703,13716.625000,-1.000000,1.994416
3755,2026-03-19,16:37:36.884,10.205902,10.206665,10.268075,0.419720,0.421864,0.418880,136.116943,-133.136795,111.254974,-108.594505,17.114258,13.232422,13714.875000,-1.000000,2.000357
3756,2026-03-19,16:37:36.886,10.209229,10.210030,10.272708,0.419621,0.421776,0.418943,138.818649,-134.312363,111.244659,-108.264526,17.299805,13.374023,13716.437500,-1.000000,2.004628
3757,2026-03-19,16:37:36.888,10.212646,10.213448,10.277196,0.419529,0.421696,0.418965,138.921768,-135.364166,112.451149,-111.698387,17.529297,13.505859,13709.375000,-1.000000,1.994453
3758,2026-03-19,16:37:36.890,10.216125,10.216934,10.281857,0.419437,0.421619,0.418924,139.653915,-138.447418,116.514038,-112.946121,17.709961,13.549805,13713.875000,-1.000000,2.004235
3759,2026-03-19,16:37:36.892,10.219666,10.220482,10.286321,0.419353,0.421547,0.418927,143.448685,-140.633545,118.710464,-117.349297,17.773438,13.500977,13713.187500,-1.000000,2.001299
3760,2026-03-19,16:37:36.894,10.223236,10.224083,10.290904,0.419266,0.421474,0.418901,145.449203,-144.861420,121.752472,-118.328926,17.856445,13.510742,13716.187500,-1.000000,2.002109
3761,2026-03-19,16:37:36.896,10.226898,10.227745,10.295603,0.419182,0.421406,0.418898,149.893616,-145.882294,122.371185,-119.494171,17.900391,13.432617,13715.875000,-1.000000,1.991976
3762,2026-03-19,16:37:36.898,10.230621,10.231476,10.300598,0.419094,0.421345,0.418831,150.914505,-148.408707,122.278381,-120.401619,17.929688,13.403320,13720.562500,-1.000000,2.000270
3763,2026-03-19,16:37:36.900,10.234406,10.235260,10.305442,0.419010,0.421276,0.418787,154.059631,-149.388336,122.835220,-120.195381,17.910156,13.286133,13716.687500,-1.000000,2.024123
3764,2026-03-19,16:37:36.902,10.238251,10.239113,10.310074,0.418926,0.421215,0.418679,154.399918,-150.213287,122.659920,-122.010269,17.915039,13.183594,13715.000000,-1.000000,1.982093
3765,2026-03-19,16:37:36.904,10.242157,10.243027,10.315101,0.418842,0.421158,0.418568,154.338043,-150.429840,124.340759,-121.504990,17.871094,13.085938,13712.937500,-1.000000,1.991185
3766,2026-03-19,16:37:36.906,10.246094,10.247009,10.319814,0.418762,0.421101,0.418464,153.348099,-151.512589,123.361130,-124.423256,17.822266,12.954102,13714.750000,-1.000000,1.999112
3767,2026-03-19,16:37:36.908,10.250122,10.251045,10.324615,0.418682,0.421047,0.418266,152.750015,-152.131302,124.742920,-123.350815,17.797852,12.832031,13711.312500,-1.000000,1.999116
3768,2026-03-19,16:37:36.910,10.254211,10.255157,10.329352,0.418602,0.420994,0.418135,152.502533,-152.523148,123.495186,-125.536942,17.685547,12.641602,13716.187500,-1.000000,2.003625
3769,2026-03-19,16:37:36.912,10.258362,10.259323,10.333982,0.418526,0.420940,0.417940,152.234421,-152.574707,124.907913,-123.887039,17.622070,12.514648,13715.500000,-1.000000,1.998745
3770,2026-03-19,16:37:36.914,10.262573,10.263550,10.338872,0.418457,0.420891,0.417742,152.543777,-152.296295,123.392067,-125.351326,17.504883,12.333984,13716.500000,-1.000000,1.995968
3771,2026-03-19,16:37:36.916,10.266846,10.267853,10.343708,0.418385,0.420845,0.417552,152.626266,-152.368469,124.742920,-123.258011,17.319336,12.148438,13712.562500,-1.000000,2.004429
3772,2026-03-19,16:37:36.918,10.271179,10.272217,10.348436,0.418316,0.420799,0.417368,153.368729,-152.213791,123.082710,-124.474815,17.133789,11.967773,13719.375000,-1.000000,1.994724
3773,2026-03-19,16:37:36.920,10.275574,10.276642,10.353154,0.418251,0.420753,0.417273,154.925827,-151.801315,124.041718,-122.020584,16.943359,11.752930,13717.125000,-1.000000,1.998844
3774,2026-03-19,16:37:36.922,10.280029,10.281128,10.357927,0.418186,0.420712,0.417140,155.657974,-151.873505,123.237389,-122.546494,16.801758,11.621094,13718.250000,-1.000000,2.001552
3775,2026-03-19,16:37:36.924,10.284546,10.285675,10.362811,0.418118,0.420666,0.417021,156.544785,-150.337036,123.959221,-121.484367,16.665039,11.499023,13715.437500,-1.000000,1.998137
3776,2026-03-19,16:37:36.926,10.289154,10.290283,10.367612,0.418053,0.420620,0.416926,153.018127,-150.388596,124.227325,-122.030899,16.508789,11.347656,13714.687500,-1.000000,1.999342
3777,2026-03-19,16:37:36.928,10.293793,10.294952,10.372418,0.417988,0.420578,0.416864,152.378784,-146.263840,124.227325,-121.432808,16.396484,11.274414,13709.875000,-1.000000,2.000880
3778,2026-03-19,16:37:36.930,10.298492,10.299690,10.377179,0.417923,0.420532,0.416820,146.593811,-144.582993,124.217018,-118.246429,16.333008,11.206055,13715.125000,-1.000000,2.024432
3779,2026-03-19,16:37:36.932,10.303253,10.304474,10.381936,0.417862,0.420486,0.416903,144.160217,-139.128006,119.463234,-116.658401,16.289063,11.157227,13716.250000,-1.000000,1.973772
3780,2026-03-19,16:37:36.934,10.308075,10.309326,10.386694,0.417801,0.420441,0.416923,139.653915,-136.436600,116.823395,-110.924995,16.401367,11.264648,13718.437500,-1.000000,2.006638
3781,2026-03-19,16:37:36.936,10.312958,10.314232,10.391387,0.417744,0.420395,0.417088,138.663971,-134.436096,111.151855,-109.182281,16.450195,11.328125,13714.375000,-1.000000,1.996109
3782,2026-03-19,16:37:36.938,10.317902,10.319191,10.396047,0.417686,0.420345,0.417284,139.148636,-132.858383,109.976295,-107.140526,16.625977,11.513672,13718.312500,-1.000000,1.996867
3783,2026-03-19,16:37:36.940,10.322906,10.324203,10.400771,0.417633,0.420296,0.417595,134.353607,-130.579453,110.141289,-106.171211,16.845703,11.767578,13715.312500,-1.000000,1.998805
3784,2026-03-19,16:37:36.942,10.327972,10.329269,10.405517,0.417576,0.420246,0.417903,129.744186,-122.989899,107.398323,-103.521057,17.153320,12.128906,13717.625000,-1.000000,1.998715
3785,2026-03-19,16:37:36.944,10.333069,10.334381,10.410275,0.417522,0.420197,0.418318,122.164948,-118.287682,103.067329,-96.354294,17.509766,12.495117,13714.312500,-1.000000,1.999975
3786,2026-03-19,16:37:36.946,10.338226,10.339546,10.415013,0.417473,0.420147,0.418846,120.350060,-115.843765,95.766518,-93.631950,17.944336,12.968750,13716.125000,-1.000000,1.999375
3787,2026-03-19,16:37:36.948,10.343414,10.344757,10.419603,0.417427,0.420105,0.419367,119.782906,-113.049240,95.312790,-92.270782,18.486328,13.554688,13708.937500,-1.000000,2.000596
3788,2026-03-19,16:37:36.950,10.348663,10.350006,10.424293,0.417381,0.420059,0.419976,111.791191,-107.707680,94.570335,-88.053223,19.072266,14.130859,13714.375000,-1.000000,1.999929
3789,2026-03-19,16:37:36.952,10.353973,10.355309,10.429035,0.417339,0.420021,0.420744,105.067841,-99.984077,86.712677,-83.392250,19.716797,14.755859,13716.000000,-1.000000,2.002172
3790,2026-03-19,16:37:36.954,10.359283,10.360641,10.433852,0.417305,0.419987,0.421370,101.902092,-97.839203,81.422676,-78.112564,20.473633,15.502930,13718.375000,-1.000000,1.998351
3791,2026-03-19,16:37:36.956,10.364685,10.366020,10.438554,0.417278,0.419960,0.422271,99.056007,-95.085930,80.556480,-77.566032,21.098633,16.083984,13713.937500,-1.000000,1.999893
3792,2026-03-19,16:37:36.958,10.370087,10.371429,10.443338,0.417259,0.419945,0.423018,92.208916,-86.382698,76.637962,-73.059738,21.914063,16.811523,13718.250000,-1.000000,2.004039
3793,2026-03-19,16:37:36.960,10.375549,10.376877,10.448149,0.417248,0.419933,0.423910,85.093712,-82.422928,70.296150,-65.913597,22.534180,17.377930,13716.187500,-1.000000,2.019421
3794,2026-03-19,16:37:36.962,10.381042,10.382355,10.452980,0.417244,0.419933,0.424668,84.361565,-80.700844,66.748856,-65.604240,23.276367,18.051758,13716.812500,-1.000000,1.976179
3795,2026-03-19,16:37:36.964,10.386566,10.387871,10.457528,0.417252,0.419937,0.425752,78.586906,-73.090668,65.037086,-61.840401,23.906250,18.632813,13713.750000,-1.000000,2.002520
3796,2026-03-19,16:37:36.966,10.392090,10.393402,10.462282,0.417267,0.419949,0.426668,69.667122,-67.945038,58.684959,-54.642700,24.853516,19.492188,13714.812500,-1.000000,1.995373
3797,2026-03-19,16:37:36.968,10.397675,10.398972,10.467012,0.417290,0.419968,0.427476,68.904045,-65.882660,54.116795,-53.529018,25.747070,20.312500,13709.625000,-1.000000,1.999618
3798,2026-03-19,16:37:36.970,10.403290,10.404564,10.471834,0.417320,0.419991,0.428613,63.284065,-59.025253,52.363773,-49.796112,26.611328,21.132813,13715.937500,-1.000000,1.999458
3799,2026-03-19,16:37:36.972,10.408905,10.410172,10.476619,0.417362,0.420029,0.429694,55.632641,-54.281784,46.640675,-43.743034,27.900391,22.299805,13715.437500,-1.000000,1.998051
3800,2026-03-19,16:37:36.974,10.414581,10.415802,10.481281,0.417419,0.420074,0.430685,54.250851,-52.116287,42.794338,-42.361240,29.272461,23.603516,13716.750000,-1.000000,2.000825
3801,2026-03-19,16:37:36.976,10.420258,10.421448,10.486168,0.417492,0.420139,0.431586,48.300888,-45.403248,39.937946,-38.453033,30.756836,24.965820,13713.875000,-1.000000,1.995050
3802,2026-03-19,16:37:36.978,10.425934,10.427116,10.490788,0.417583,0.420219,0.432789,42.464359,-41.721905,34.946991,-33.276466,32.241211,26.401367,13720.187500,-1.000000,1.999741
3803,2026-03-19,16:37:36.980,10.431641,10.432800,10.495390,0.417694,0.420322,0.433921,39.876076,-38.576778,32.183407,-31.739994,34.130859,28.168945,13716.500000,-1.000000,2.002422
3804,2026-03-19,16:37:36.982,10.437347,10.438492,10.500010,0.417820,0.420452,0.435000,34.008610,-32.472137,28.007092,-27.677111,36.108398,30.029297,13716.500000,-1.000000,2.001361
3805,2026-03-19,16:37:36.984,10.443085,10.444199,10.504828,0.417976,0.420609,0.435913,29.440443,-28.986721,23.614225,-23.026449,38.159180,31.918945,13711.812500,-1.000000,1.998524
3806,2026-03-19,16:37:36.986,10.448822,10.449913,10.509296,0.418152,0.420795,0.437163,26.027208,-25.542549,21.840582,-21.067190,40.180664,33.759766,13715.750000,-1.000000,2.003037
3807,2026-03-19,16:37:36.988,10.454559,10.455635,10.513950,0.418350,0.421013,0.438314,20.665026,-20.386604,16.705261,-17.272415,42.558594,35.888672,13712.562500,-1.000000,1.997078
3808,2026-03-19,16:37:36.990,10.460297,10.461365,10.518336,0.418579,0.421265,0.439623,17.437405,-17.107424,13.673565,-13.725124,44.980469,37.998047,13715.875000,-1.000000,2.024202
3809,2026-03-19,16:37:36.992,10.466034,10.467094,10.523054,0.418839,0.421543,0.440629,12.281460,-12.549569,10.641870,-10.270641,47.412109,40.073242,13714.562500,-1.000000,1.977632
3810,2026-03-19,16:37:36.994,10.471802,10.472832,10.527576,0.419132,0.421860,0.441776,8.507309,-8.991967,6.682104,-7.641110,48.579102,40.942383,13717.000000,-1.000000,1.997391
3811,2026-03-19,16:37:36.996,10.477570,10.478554,10.532082,0.419460,0.422215,0.442938,5.125009,-5.021890,4.052572,-4.258810,49.721680,41.723633,13715.562500,-1.000000,2.001872
3812,2026-03-19,16:37:36.998,10.483307,10.484268,10.536603,0.419823,0.422600,0.444076,0.886822,-1.484912,0.876511,-1.041501,50.756836,42.426758,13720.312500,-1.000000,1.997255
3813,2026-03-19,16:37:37.000,10.489075,10.489952,10.541061,0.420223,0.423023,0.445279,-2.392358,1.598343,-2.217056,1.123996,51.630859,43.081055,13716.437500,-1.000000,2.009511
3814,2026-03-19,16:37:37.002,10.494812,10.495636,10.545600,0.420658,0.423489,0.446443,-5.908712,5.826217,-5.052826,4.444424,52.446289,43.657227,13715.812500,-1.000000,1.989586
3815,2026-03-19,16:37:37.004,10.500519,10.501343,10.550142,0.421131,0.423985,0.447553,-9.693176,8.414501,-8.002026,7.249258,53.041992,44.121094,13712.312500,-1.000000,2.001688
3816,2026-03-19,16:37:37.006,10.506226,10.507057,10.554505,0.421638,0.424515,0.448721,-13.054852,11.167776,-10.497503,8.826977,53.432617,44.384766,13716.437500,-1.000000,2.001304
3817,2026-03-19,16:37:37.008,10.511963,10.512779,10.558967,0.422188,0.425083,0.449840,-16.550583,15.333779,-13.859179,12.333019,53.754883,44.589844,13712.375000,-1.000000,1.995294
3818,2026-03-19,16:37:37.010,10.517670,10.518478,10.563374,0.422779,0.425678,0.450946,-18.901693,17.014618,-15.725631,14.240719,53.984375,44.692383,13715.062500,-1.000000,2.000750
3819,2026-03-19,16:37:37.012,10.523315,10.524147,10.567783,0.423424,0.426311,0.452098,-22.913017,20.159744,-17.891129,16.107170,54.272461,44.833984,13714.937500,-1.000000,1.998415
3820,2026-03-19,16:37:37.014,10.528992,10.529800,10.572089,0.424114,0.426991,0.453164,-25.408495,24.232939,-21.469353,19.943193,54.316406,45.014648,13719.062500,-1.000000,2.000417
3821,2026-03-19,16:37:37.016,10.534637,10.535446,10.576354,0.424839,0.427711,0.454307,-27.161516,25.748787,-22.562414,21.294050,53.984375,44.995117,13714.875000,-1.000000,2.001329
3822,2026-03-19,16:37:37.018,10.540253,10.541092,10.580737,0.425602,0.428471,0.455407,-31.688435,29.749800,-24.820717,23.727657,53.554688,44.799805,13720.312500,-1.000000,1.996855
3823,2026-03-19,16:37:37.020,10.545868,10.546700,10.584995,0.426403,0.429272,0.456440,-33.204285,32.657753,-28.068962,26.924343,53.291016,44.531250,13716.062500,-1.000000,2.025535
3824,2026-03-19,16:37:37.022,10.551453,10.552284,10.589300,0.427246,0.430122,0.457447,-34.658260,33.915802,-28.605181,27.934908,52.807617,44.340820,13715.312500,-1.000000,1.976027
3825,2026-03-19,16:37:37.024,10.556976,10.557846,10.593616,0.428127,0.431011,0.458526,-38.875824,37.958065,-30.667559,30.543816,52.094727,43.930664,13712.500000,-1.000000,1.998647
